uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"f16114f7-910c-4891-baf9-08093da536bd","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00236",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"906d53a2-0949-40f7-8d63-79acde0ffd69","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00339",,,"NEON.DOC.000987vE","THPL","Thuja plicata Donn ex D. Don","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"2aa390bc-d467-4e1f-bf5f-b1ae9b1e0894","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00263",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"6b272428-b43f-4e45-8f72-7d4801f9f292","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2","25",6.0,344.0,,"NEON.PLA.D16.ABBY.00372",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"c844bbd5-49da-4a6a-a714-3e2fd6e950db","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00262",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"1a16d930-bc45-47c4-9092-4c8a5eea2322","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4","41",6.0,188.5,,"NEON.PLA.D16.ABBY.00344",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"5b2df861-242a-42b9-bae9-1a22a9b4316e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00246",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"f156aaf4-a2ec-4630-b89a-3dedd42b7867","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",9.1,210.9,,"NEON.PLA.D16.ABBY.00366",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"02d37a26-002f-4604-94d0-05867e6e943a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00247",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"94329b08-885f-4518-8fca-f78e46bacd23","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",2.0,249.0,,"NEON.PLA.D16.ABBY.00360",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"0060e5f6-f9f4-4f37-9b15-65d22d8905fd","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00255",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"18ee5333-74e3-456b-a0ae-7fb9c2e7e370","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4","41",7.3,206.8,,"NEON.PLA.D16.ABBY.00347",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"c74cec90-1f08-4c31-a7e4-c8feef418b4e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00270",,,"NEON.DOC.000987vE","2PLANT","Unknown plant","kingdom",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"436c1dd6-6cfd-4abf-8be1-40569246dc32","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00232",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"e470b25b-51cc-4b8e-9323-181fb4a8bb33","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",10.4,18.3,,"NEON.PLA.D16.ABBY.00337",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"b5288849-120d-449f-8b96-1ef5d69a646a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2","25",11.0,341.3,,"NEON.PLA.D16.ABBY.00370",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"d5fadc6d-4e0f-4658-a3f3-3497c9850a2e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",9.2,4.8,,"NEON.PLA.D16.ABBY.00017",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"64bfdca2-a90f-4166-b7b6-13cc677ec6f5","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00230",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"ae2c5dad-8b9f-40fc-9d47-db769810b8c5","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",9.8,67.2,,"NEON.PLA.D16.ABBY.00323",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"bcarroll@neoninc.org","ndeweese@field-ops.org",
"c801ce37-deb3-4c79-8b72-8d06c3ad1ad0","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00261",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"a57777d7-b087-4e8c-b575-b4406439afdb","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00329",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"8fd65de3-1a66-43ee-bea1-704deefd340e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00238",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"defff201-1795-4387-8efe-949f1a968d5e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2","25",9.6,343.5,,"NEON.PLA.D16.ABBY.00371",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"52b556e5-401e-48b3-a154-f958f31d0307","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","25",13.0,323.6,,"NEON.PLA.D16.ABBY.00368",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"28f33011-33ce-4731-80dd-ebf4f1eab1df","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00266",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"e532616b-7758-4792-a374-e30b417da6dc","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",12.9,38.2,,"NEON.PLA.D16.ABBY.00303",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"bcarroll@neoninc.org","ndeweese@field-ops.org",
"375d6d47-d4bf-42c2-a2b9-b9c4dbc65101","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00242",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"7d77c9db-b754-4d75-94e2-d6f893cd3feb","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00249",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"a535b94c-d76e-4876-ac45-60bfe6a37cc9","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",7.1,229.7,,"NEON.PLA.D16.ABBY.00364",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"b93c0e85-0504-47c2-9460-d278d8eeeaa1","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4",,,,,"NEON.PLA.D16.ABBY.00351",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"e73e61b9-8942-493e-9457-a081db9c3d3a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4",,,,,"NEON.PLA.D16.ABBY.00359",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"af35e31a-d654-4e71-aad2-0c3305213500","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",2.3,55.7,,"NEON.PLA.D16.ABBY.00396",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,"Formally listed in Abby_064","wsalas@field-ops.org","ndeweese@field-ops.org",
"da646bda-2d08-466a-9e3b-2a13c13b53e4","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00341",,,"NEON.DOC.000987vE","THPL","Thuja plicata Donn ex D. Don","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"574ec500-0e73-4e75-93c7-ef807110207b","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00250",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"8c31c67c-01a7-4ef0-a46c-7a655e17b79c","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4","41",8.2,188.6,,"NEON.PLA.D16.ABBY.00345",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"2a3a1dea-cf55-477a-a1f7-bb7fa44aedb1","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00340",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"c7a03788-279f-489c-aafb-8fd95ff75ca1","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00256",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"d7d5b0f2-298b-45f8-98ee-e6d582ab71b8","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00328",,,"NEON.DOC.000987vE","HODI","Holodiscus discolor (Pursh) Maxim.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"4c3397fc-bf7a-45f5-b86a-4ceadaf5d713","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2","25",7.6,302.7,,"NEON.PLA.D16.ABBY.00377",,,"NEON.DOC.000987vE","ACCI","Acer circinatum Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"7c65d43c-4417-44cc-b7bd-b4a7c0a35bc0","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2","25",9.0,320.6,,"NEON.PLA.D16.ABBY.00375",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"3301f7bc-1549-4d58-943b-7c6aa032ec5b","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00244",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"81e69370-ca57-4223-9bf3-9f67fab1089a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4",,,,,"NEON.PLA.D16.ABBY.00358",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"19abfed4-3193-4892-abdf-6db737ddada7","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4",,,,,"NEON.PLA.D16.ABBY.00352",,,"NEON.DOC.000987vE","RULA","Rubus laciniatus Willd.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"1402e6d8-abf1-4871-a774-688a5b70f8e8","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",5.0,74.7,,"NEON.PLA.D16.ABBY.00327",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"8ea7fbe6-5999-4018-8714-88428e1e52b1","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00259",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"559fafd8-215e-42ec-a46a-3ac91e531398","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00227",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"eef952e3-e4c9-425e-8497-5af841d744f6","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00265",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"48d07591-5750-42f5-9e07-f03d99040f80","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",8.1,15.1,,"NEON.PLA.D16.ABBY.00399",,,"NEON.DOC.000987vE","ACCI","Acer circinatum Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"10ae89a5-e40e-44f4-bd45-dcf465d5d568","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00334",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"ef20d6ae-2a3c-44da-9712-1e8122d36fbe","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00258",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"10791409-7aae-4260-b0ba-734c5ce101e3","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",3.3,34.7,,"NEON.PLA.D16.ABBY.00331",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"927b2fc9-2e04-4236-b115-a7a31a2dd706","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",8.9,60.7,,"NEON.PLA.D16.ABBY.00302",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"bcarroll@neoninc.org","ndeweese@field-ops.org",
"153a9ca2-ab04-41b9-885f-f0fb62082fed","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",9.3,43.3,,"NEON.PLA.D16.ABBY.00018",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"bcarroll@neoninc.org","ndeweese@field-ops.org",
"8c9fb5e9-6eb3-46a7-9fe6-99c244d506ad","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",4.8,203.9,,"NEON.PLA.D16.ABBY.00363",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"4d9d52d0-07a0-435e-9c9c-f451867ea68b","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",0.8,56.1,,"NEON.PLA.D16.ABBY.00019",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"123db91d-94be-4d9f-b604-9d285efee414","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00245",,,"NEON.DOC.000987vE","VAPA","Vaccinium parvifolium Sm.","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"f21c7662-74dc-49bf-a462-74c017947708","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00332",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"1528947c-8a32-432a-8dfc-d35e583c5490","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",5.2,267.5,,"NEON.PLA.D16.ABBY.00378",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"f344dd3a-53ae-46a8-9320-7f26ec5e3c99","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00338",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"48a80b2c-1241-43d2-abf7-78a6fa755d0d","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00333",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"116cf16e-c4a4-4b93-bfb4-3f56224bcb48","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",3.9,253.3,,"NEON.PLA.D16.ABBY.00362",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"b657bff5-7660-4628-83b5-b81d911c4f9d","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00254",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"2d71d13a-9eff-4ba8-91de-2c654471c26e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00229",,,"NEON.DOC.000987vE","FRPU7","Frangula purshiana (DC.) A. Gray","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"8ef52372-9028-4d60-8501-9fefbeae7fda","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00253",,,"NEON.DOC.000987vE","THPL","Thuja plicata Donn ex D. Don","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"60a8d59d-e533-482e-b182-88473d2a5683","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",2.5,242.9,,"NEON.PLA.D16.ABBY.00361",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"1b8ef868-49e6-44a1-93a9-3a1e626b890a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00271",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"90e68340-93a2-4af1-9e9f-83dab51101f7","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","25",15.6,327.3,,"NEON.PLA.D16.ABBY.00367",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"a58aa14e-845e-48fc-a513-afe26a3e594e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4","41",4.9,236.3,,"NEON.PLA.D16.ABBY.00350",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"50868fca-d032-4fd0-8c43-ab72df32d66a","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4","43",7.7,204.1,,"NEON.PLA.D16.ABBY.00365",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"da2d631f-8e9c-42cd-89b2-7451a93c62ad","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1","21",5.3,5.6,,"NEON.PLA.D16.ABBY.00301",,,"NEON.DOC.000987vE","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"775af32f-646f-452a-a947-64b05a74d021","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","1",,,,,"NEON.PLA.D16.ABBY.00397",,,"NEON.DOC.000987vE","THPL","Thuja plicata Donn ex D. Don","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"cfba8214-7ae1-42a1-a7d3-4fa8872ee7c4","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","2",,,,,"NEON.PLA.D16.ABBY.00268",,,"NEON.DOC.000987vE","GASH","Gaultheria shallon Pursh","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"b40f12a4-61a6-40c6-8b72-018e7963a58e","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","23","4",,,,,"NEON.PLA.D16.ABBY.00241",,,"NEON.DOC.000987vE","THPL","Thuja plicata Donn ex D. Don","species",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
"041dc4ee-8e9e-435f-82db-d35032bbcbb2","ABBY_076.basePlot.vst","2016-10-18","vst_ABBY_2016","D16","ABBY","ABBY_076","21","4",,,,,"NEON.PLA.D16.ABBY.00357",,,"NEON.DOC.000987vE","COCOC","Corylus cornuta Marshall var. californica (A. DC.) Sharp","variety",,,,,,"wsalas@field-ops.org","ndeweese@field-ops.org",
