uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"29175f8d-ec1c-4086-ab9a-ff44ab55ce3c","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01859","1","ok","small shrub","Live",,,"noChange",1.0,,,,1.1,0.6,"Partially shaded","oblate half-sphere",1.5,10,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"29554a3f-fae7-4fdb-a656-21855a6d4e9a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03169",,"ok","single bole tree","Live",14.5,130,"noChange",10.3,,,,4.1,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"935cde37-5737-4aca-8bb8-f5e0032de521","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.05032","1","ok","small shrub","Live",,,"noChange",0.8,0.3,,,0.7,0.4,"Partially shaded","ellipsoid or sphere",1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"49f26cbe-42e9-4b62-9820-cd060532258e","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00026","1","ok","multi-bole tree","Live, broken bole",55.0,130,"noChange",37.5,,36.9,20.0,7.3,5.5,"Full sun",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"3202c548-dd2a-4440-bec4-4a4c2943ea7e","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00772","1","ok","small shrub","Live",,,"noChange",1.2,,,,1.6,0.9,"Partially shaded","inverted cone",2.7,10,0.71,0.68,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"de420e84-b469-4b68-b3d6-652b164b550e","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00788",,"ok","single bole tree","Live",10.7,130,"noChange",8.3,,,,3.1,3.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"69f91c6b-1123-4e0f-a933-4c5c2371e2f6","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03565","1","ok","single bole tree","Live",12.5,150,"noChange",7.7,,,,4.5,4.0,"Partially shaded",,,,,,,,,,,,,,"Stem diameter Measured at previous marking.","0000-0001-9521-413X","0000-0002-2759-254X",
"581de929-2ea5-4c66-bd31-b319c96a8122","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03615","1","ok","sapling","Live",,,"noChange",1.7,,,,,,"Mostly shaded",,1.2,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"c6940efb-bb97-489c-a5b1-294375eae583","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00050","1","ok","sapling","Live",,,"noChange",1.9,,,,,,"Mostly shaded",,1.7,10,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"a88a0a7b-1b9b-43cf-8353-fc982ae66b82","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00879","1","ok","sapling","Live",,,"noChange",1.5,,,,,,"Partially shaded",,1.3,10,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"36e7fcc8-1b37-431a-8994-817ae02c1591","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01859","3","ok","small shrub","Live",,,"noChange",,,,,,,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"c84e4f45-2491-49a0-b68e-fa7329a7891e","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00055","1","ok","small tree","Live",1.4,130,"noChange",3.2,,,,1.3,1.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"cd5c26af-70d3-45b2-b894-2b675ccd27ee","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01979","1","ok","single bole tree","Live",15.2,130,"noChange",11.4,,,,4.7,4.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"f9e62aee-f155-4be5-a468-fe3ccfac661a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00885","1","ok","small tree","Live",1.7,130,"noChange",3.1,,,,2.1,1.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"783ec4ed-19ad-4a74-af22-70ec84a77992","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03582","2","ok","sapling","Live",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"7235ceb4-bd16-483f-8091-288eb1c2c943","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01733","1","ok","small shrub","Live",,,"noChange",0.8,,,,0.9,0.8,"Partially shaded","cylinder",1.3,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"f555a2bd-d4de-4cdb-af69-60555ef61596","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00762","1","ok","small shrub","Live",,,"noChange",1.1,,,,1.1,0.9,"Full shade","inverted cone",1.6,10,0.05,0.05,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"9a2b657d-d576-4b7e-9ac3-e87f61182cba","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00759",,"ok","single bole tree","Live",14.0,130,"noChange",7.6,,,,5.1,4.2,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"2ea7d76e-aaa9-4989-b064-c9a04bf81092","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00752",,"ok","single bole tree","Live",13.7,130,"noChange",9.6,,,,4.8,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"c1e534df-8700-4895-b83f-a3fd94a9327a","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00034","1","ok","small tree","Live",2.2,130,"noChange",3.4,,,,1.6,1.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"2c4f0d97-0621-4132-950e-cf137d744ce5","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03172","1","ok","single bole tree","Live",14.6,130,"noChange",10.0,,,,5.1,5.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"6fd7d567-9e2f-4a52-9bec-303a6ee53644","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00903","7","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"inverted cone",1.2,10,0.17,0.15,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"19702cd9-00eb-4e99-99ab-ca3759b15742","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00901","1","ok","small tree","Live",1.2,130,"noChange",2.5,,,,1.5,1.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"7c8a0265-7296-47e3-8d44-990eb53fe715","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00903","2","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"inverted cone",1.6,10,0.17,0.15,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"2c8da007-db4d-40f5-89a5-da2d8645029e","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00782","1","ok","small tree","Live",2.4,130,"noChange",4.8,,,,1.5,0.7,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"81e4ffb5-e104-440a-8823-c72674e1452a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03619","1","ok","small shrub","Live",,,"noChange",1.7,,,,1.3,1.1,"Full shade","cylinder",1.4,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"b1bba84b-1014-4283-bafd-327522fe479d","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01669","1","ok","single bole tree","Live",13.7,130,"noChange",9.5,,,,5.9,4.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"da5272e5-e928-4dd2-aa4d-42c224bfc856","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03581","1","ok","small shrub","Live",,,"noChange",0.8,0.4,,,0.6,0.6,"Mostly shaded","ellipsoid or sphere",1.0,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"6c9e4003-5568-4d5a-9ecf-d72f929215a7","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01813","1","ok","small tree","Live",1.6,130,"noChange",2.9,,,,1.9,1.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"6fc932f4-00c6-4a1a-96e0-8fdad6c67261","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.02592","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"8c8e803a-0925-4caf-a2c4-dc6df28ca437","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01786","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"804fd9f3-13cc-4abd-8808-d500a8b162ab","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00294","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"36b979a1-69db-42f7-8845-dec1a04d4fcd","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00292","1","ok","small tree","Live",7.1,130,"noChange",6.1,,,,2.4,2.3,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"2ff0aba2-7826-43e0-b5a6-3d16c5dd6a79","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07387","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.0,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"bf16b4d8-6f60-4b8a-b67c-e3416b009458","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00437","1","ok","single bole tree","Live,  other damage",17.6,130,"noChange",9.3,,,,5.7,5.3,"Partially shaded",,,,,,,,,,,,,,"Canker oozing sap","0000-0003-2593-761X","0000-0001-8510-4041",
"212d4a45-17b3-4dc9-8c57-947fe56c5930","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00390","1","ok","sapling","Live",,,"noChange",0.5,,,,,,"Partially shaded",,1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"97dd4caa-855d-4194-bf3d-efb626addf32","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00912","1","ok","small tree","Live",2.1,130,"noChange",3.4,,,,2.0,1.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"1257cc87-3ba3-4dbc-a3d7-43c47ce8066d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01665","1","ok","small shrub","Live",,,"noChange",0.6,,,,0.9,0.5,"Full shade","half-sphere",1.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"95dfa440-f199-4e39-aada-25b10003273f","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00454","1","ok","single bole tree","Live",13.6,138,"noChange",10.5,,,,4.3,3.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"cca575de-2867-451b-a7fd-8d746b01dd5e","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00460","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"2a32a16b-e22f-4dfc-ba47-056bafe4e866","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00413","1","ok","single bole tree","Live",18.9,130,"noChange",11.2,,,,4.5,4.1,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"f32cafc7-0110-45ee-87ba-c31b72ef8173","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00444","1","ok","single bole tree","Live",13.6,130,"noChange",8.4,,,,4.3,4.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"884564f0-64bf-4c60-80e0-1bfcc47d144d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04798","1","ok","sapling","Live",,,"noChange",2.0,,,,,,"Partially shaded",,2.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"2fda23d2-ff48-4720-8e8f-58e3c5fe200d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","2","ok","sapling","Live",,,"noChange",,,,,,,,,2.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"8b336e09-1cb9-4050-95cc-bc27798e6eeb","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00439","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"d869b7eb-7f65-4e93-8256-f2c03b554483","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00389","1","ok","sapling","Live",,,"noChange",1.4,,,,,,"Partially shaded",,2.2,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"425aaba7-a52c-47ad-9b34-3fd3709c6aa1","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01812","1","ok","small tree","Live",1.6,130,"noChange",3.1,,,,1.1,1.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"8e89ef83-6d27-45f8-b01c-7f5c8b13d746","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00915","1","ok","small tree","Live",2.1,130,"noChange",3.9,,,,1.7,1.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"5af99426-3a23-42c0-8d05-93073e2728e0","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00449","1","ok","single bole tree","Live",13.4,130,"protocolChange",10.6,,,,4.6,4.4,"Mostly shaded",,,,,,,,,,,,,,"Previous dbh measured under 130 cm","0000-0003-2593-761X","0000-0001-8510-4041",
"ead403f3-86ee-4306-a8bf-a913cb4a9558","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04348","1","ok","small tree","Live",1.1,130,"noChange",2.5,,,,1.2,1.1,"Full sun",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"1fa22c17-e1e7-476c-b331-072c4504703f","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01787","1","ok","small tree","Live",3.1,130,"noChange",5.4,,,,2.6,1.1,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"adfbb57f-f128-49e2-a9a5-15d29986afd3","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00408","1","ok","small tree","Live",3.0,130,"noChange",4.0,,,,3.3,2.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"fb016f5b-2270-4a94-a253-693b14774dc5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00421","1","ok","single bole tree","Dead, broken bole",87.6,130,"noChange",6.4,,6.4,60.0,1.1,0.8,"Full sun",,,,,,,,,,,,,,"Cause of death unknown","0000-0003-2593-761X","0000-0001-8510-4041",
"1311c118-c9f9-420a-ba42-37786b1ad9ed","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00388","1","ok","small tree","Live",2.8,130,"noChange",4.1,,,,1.8,1.4,"Full sun",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"6036e1fc-dd66-4154-b5d1-f66fe9e07028","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00468","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"503f1708-b0d1-460c-a6de-b5016f3d906d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00914","2","ok","small tree","Live",2.7,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"f8c9e57e-083b-4f8b-8d69-ac7ba63b6591","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","7","ok","sapling","Live",,,"noChange",,,,,,,,,1.1,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"451617d8-409c-4d8f-80ad-0f283187ee35","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00394","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"b27d5064-4b7b-43a3-b436-17f2401466bf","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03822","2","ok","sapling","Live",,,"noChange",,,,,,,,,1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"c5d6ef32-feff-4d40-ba4c-4cb1cbd589d3","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01664","1","ok","sapling","Live,  other damage",,,"noChange",0.4,,,,,,"Partially shaded",,1.0,10,,,,,,,,,,,"Covered by PTAQ","0000-0002-0205-7735","0000-0002-0205-7735",
"9f757aff-0254-41f8-aefd-7e00787fa6b4","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00298","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"ff3ba265-feaf-4108-ad9d-aaeb71c224d9","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03825","1","ok","sapling","Live",,,"noChange",2.1,,,,,,"Partially shaded",,1.7,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"e476781c-5df8-4744-8228-5087c39d88de","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00291","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"9860caba-501f-4fec-b9d9-1d0a1c268fb6","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00407","1","ok","single bole tree","Live",14.7,130,"noChange",11.2,,,,5.2,5.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"b16113ac-4d43-4455-85aa-560ab5ebc475","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00417","1","ok","single bole tree","Live",11.9,130,"noChange",10.3,,,,4.2,3.8,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"58202d42-4484-4b70-aeb3-294138cc85b1","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00472","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"980c2b9b-3dc0-4086-b750-df22cad75533","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00424","1","ok","sapling","Standing dead",,,"noChange",0.3,,,,,,"Full shade",,1.4,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"1e3211c5-81e0-4f78-8edc-90504331c0fc","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00429","1","ok","single bole tree","Live",16.9,130,"noChange",10.5,,,,5.6,5.2,"Full sun",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"6a8eefda-2a5d-4a40-a8cb-f95d8be9d0ac","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00410","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"1a407991-20ec-4778-81f9-b26dfc0443aa","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00428","1","ok","small tree","Live",3.4,130,"noChange",2.8,,,,1.4,1.3,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"2b6b3671-31ad-4170-ab42-b71043cba8bf","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03084","1","ok",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"623e536b-4600-421f-96f2-e0a2b1a9c5af","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00459","1","ok","small tree","Live",4.2,130,"noChange",4.5,,,,2.1,2.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"42767ccf-a6d9-4450-b783-bb1ddc543914","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00409","1","ok","sapling","Live",,,"noChange",1.0,,,,,,"Mostly shaded",,1.7,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"11be24b6-3d5f-49f2-9191-346914169b69","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00473","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"49384ac5-8e44-4bac-995d-60c29d435b6d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00431","1","ok","single bole tree","Dead, broken bole",104.4,130,"noChange",1.9,,1.9,93.0,0.9,0.9,"Full sun",,,,,,,,,,,,,,"Cause of death unknown","0000-0003-2593-761X","0000-0001-8510-4041",
"e7ebca5c-702f-426f-b2ae-c9050d158a4c","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00434","1","ok","small tree","Live",3.6,130,"noChange",4.3,,,,2.1,2.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
